word_1,word_2,condition,WUP_score,correct_incorrect,key_pressed,response_status,reaction_time,age_list
blood,platelet,1,0.53,1,n,0,1228.9879322052002,18
hotel,bbloy,3,0.0,0,n,1,1888.714075088501,18
guitar,iovlni,3,0.0,0,y,0,1138.2360458374026,18
photo,camera,1,0.59,1,n,0,1144.6669101715088,18
chocolate,diary,4,0.27,1,0,2,2000.0,18
tennis,rsocce,3,0.0,0,n,1,862.252950668335,18
cloth,aeprpal,2,0.0,0,n,1,1484.602928161621,18
office,chair,1,0.53,1,y,1,1115.1940822601316,18
guitar,violin,1,0.86,1,y,1,828.7320137023926,18
insect,ttemier,3,0.0,0,n,1,1003.6818981170654,18
insect,termite,1,0.95,1,y,1,1132.6279640197756,18
hotel,lobby,1,0.71,1,y,1,1299.17311668396,18
truck,vclhiee,2,0.0,0,0,2,2000.0,22
engine,train,1,0.63,1,n,0,1026.4320373535156,22
tennis,rsocce,3,0.0,0,n,1,1991.157054901123,22
guitar,voilin,2,0.0,0,0,2,2000.0,22
tea,coffee,1,0.89,1,y,1,181.74004554748532,22
tennis,soccer,1,0.75,1,y,1,1621.3548183441162,22
shirt,tersuor,2,0.0,0,0,2,2000.0,22
tongue,muslce,2,0.0,0,y,0,1630.2330493927002,22
tea,bicycle,4,0.25,1,y,1,1009.7601413726808,22
shirt,trouser,1,0.9,1,y,1,1165.0488376617434,22
office,jelly,4,0.24,1,y,1,1052.3231029510498,22
truck,ilevehc,3,0.0,0,n,1,1028.7649631500244,22
chocolate,ibcstui,3,0.0,0,n,1,947.3052024841307,22
truck,paper,4,0.24,1,y,1,910.2561473846436,22
bread,utrtbe,3,0.0,0,y,0,1232.7520847320554,22
blood,ptaelelt,2,0.0,0,y,0,1489.2058372497559,22
bread,buettr,2,0.0,0,y,0,1111.968994140625,22
truck,vehicle,1,0.8,1,y,1,1353.0371189117434,22
chocolate,diary,4,0.27,1,y,1,1044.5959568023684,22
engine,tairn,2,0.0,0,n,1,1052.5379180908203,22
photo,burger,4,0.42,1,y,1,1388.9310359954834,22
bread,butter,1,0.75,1,y,1,1203.4239768981936,22
virus,riatcaeb,3,0.0,0,n,1,909.3830585479736,22
virus,bacteria,1,0.88,1,y,1,1285.1500511169436,22
bread,laptop,4,0.2,1,y,1,1377.4049282073975,22
doctor,nurse,1,0.87,1,y,1,1205.2831649780271,22
virus,bieracta,2,0.0,0,n,1,1316.920042037964,22
phone,rdaio,2,0.0,0,n,1,1388.5481357574465,22
tongue,selmuc,3,0.0,0,n,1,1847.0449447631838,22
engine,tnria,3,0.0,0,n,1,1154.6790599822998,22
chocolate,bcsiiut,2,0.0,0,n,1,1329.6258449554446,22
hotel,bbloy,3,0.0,0,n,1,1195.1160430908205,22
photo,raacem,3,0.0,0,n,1,1284.8360538482664,22
phone,adior,3,0.0,0,n,1,1539.4909381866455,22
tennis,scocer,2,0.0,0,y,0,1476.9189357757568,22
engine,skeleton,4,0.12,1,y,1,1665.282964706421,22
fruit,rneaog,3,0.0,0,y,0,1337.7549648284912,22
blood,skirt,4,0.27,1,y,1,1752.277135848999,22
guitar,lemon,4,0.36,1,y,1,1377.1800994873047,22
virus,bottle,4,0.47,1,y,1,1013.0038261413574,22
photo,cmarea,2,0.0,0,n,1,1081.9189548492434,22
phone,radio,1,0.63,1,0,2,2000.0,22
office,caihr,2,0.0,0,y,0,1234.8020076751711,22
insect,ttemier,3,0.0,0,y,0,1711.609125137329,22
guitar,violin,1,0.86,1,y,1,1840.2600288391116,22
blood,platelet,1,0.53,1,n,0,1722.5258350372314,22
office,iahcr,3,0.0,0,n,1,1447.3578929901125,22
insect,termite,1,0.95,1,y,1,1631.8018436431885,22
cloth,aeprpal,2,0.0,0,n,1,1049.6208667755127,22
tongue,muscle,1,0.8,1,y,1,1384.876012802124,22
chocolate,biscuit,1,0.59,1,y,1,1208.5700035095215,22
cloth,charger,4,0.33,1,y,1,1537.4481678009033,22
shirt,ueortrs,3,0.0,0,n,1,1145.5838680267336,22
guitar,iovlni,3,0.0,0,n,1,1585.4930877685547,22
tennis,mouse,4,0.09,1,y,1,1695.957899093628,22
photo,camera,1,0.59,1,y,1,1144.5178985595705,22
doctor,shampoo,4,0.21,1,y,1,1313.838005065918,22
fruit,orange,1,0.86,1,y,1,1144.968032836914,22
fruit,ongrae,2,0.0,0,n,1,1411.1580848693848,22
insect,lunch,4,0.22,1,y,1,1681.3161373138428,22
hotel,onion,4,0.44,1,n,0,1097.6569652557373,22
fruit,airplane,4,0.38,1,y,1,1871.443033218384,22
office,chair,1,0.53,1,y,1,1410.0890159606934,22
hotel,lbboy,2,0.0,0,0,2,2000.0,22
shirt,flower,4,0.4,1,y,1,1501.4560222625732,22
tongue,pencil,4,0.25,1,y,1,1253.3698081970215,22
insect,tmierte,2,0.0,0,y,0,1645.1430320739746,22
hotel,lobby,1,0.71,1,y,1,1481.0049533843994,22
doctor,eusrn,3,0.0,0,n,1,1545.989990234375,22
tea,cofefe,2,0.0,0,y,0,1473.7699031829834,22
blood,ttllpeae,3,0.0,0,n,1,1383.7578296661375,22
phone,light,4,0.2,1,0,2,2000.0,22
cloth,apparel,1,0.71,1,y,1,1413.5150909423828,22
tea,eceoff,3,0.0,0,n,1,1524.2280960083008,22
cloth,paeaplr,3,0.0,0,n,1,1105.5638790130618,22
doctor,nruse,2,0.0,0,y,0,1514.2769813537598,22
phone,rdaio,2,0.0,0,0,2,2000.0,19
bread,laptop,4,0.2,1,n,0,188.57502937316892,19
hotel,lobby,1,0.71,1,y,1,1898.1659412384035,19
chocolate,biscuit,1,0.59,1,y,1,1540.4140949249268,19
truck,ilevehc,3,0.0,0,n,1,1788.0859375,19
tea,cofefe,2,0.0,0,y,0,1196.964979171753,19
blood,ptaelelt,2,0.0,0,y,0,1883.273124694824,19
blood,skirt,4,0.27,1,0,2,2000.0,19
guitar,lemon,4,0.36,1,y,1,1086.3568782806396,19
fruit,ongrae,2,0.0,0,n,1,1245.0780868530271,19
virus,bottle,4,0.47,1,y,1,1267.9719924926758,19
engine,tairn,2,0.0,0,n,1,1445.6310272216795,19
truck,vehicle,1,0.8,1,y,1,1297.806978225708,19
insect,termite,1,0.95,1,y,1,1509.9380016326904,19
phone,radio,1,0.63,1,y,1,1097.567081451416,19
tennis,scocer,2,0.0,0,n,1,1453.30810546875,19
doctor,nruse,2,0.0,0,y,0,1725.3899574279785,19
office,iahcr,3,0.0,0,n,1,1049.860954284668,19
guitar,iovlni,3,0.0,0,n,1,788.9399528503418,19
office,chair,1,0.53,1,y,1,1077.8059959411619,19
doctor,nurse,1,0.87,1,n,0,1331.585168838501,19
doctor,shampoo,4,0.21,1,y,1,1345.634937286377,19
chocolate,ibcstui,3,0.0,0,n,1,946.94185256958,19
guitar,voilin,2,0.0,0,y,0,957.1330547332764,19
tea,eceoff,3,0.0,0,n,1,1473.832130432129,19
blood,ttllpeae,3,0.0,0,n,1,995.729923248291,19
phone,light,4,0.2,1,y,1,1885.380983352661,19
office,caihr,2,0.0,0,n,1,1403.3300876617432,19
doctor,eusrn,3,0.0,0,n,1,828.9780616760254,19
engine,train,1,0.63,1,y,1,1061.5720748901367,19
shirt,trouser,1,0.9,1,y,1,1357.306957244873,19
cloth,apparel,1,0.71,1,n,0,1245.4519271850584,19
tennis,rsocce,3,0.0,0,n,1,1224.708080291748,19
truck,vclhiee,2,0.0,0,n,1,1973.3879566192627,19
phone,adior,3,0.0,0,n,1,1066.4670467376711,19
office,jelly,4,0.24,1,y,1,947.329044342041,19
chocolate,diary,4,0.27,1,y,1,979.5310497283936,19
chocolate,bcsiiut,2,0.0,0,n,1,859.4181537628174,19
tennis,soccer,1,0.75,1,y,1,1346.489191055298,19
bread,butter,1,0.75,1,y,1,946.425199508667,19
insect,tmierte,2,0.0,0,n,1,883.6860656738281,19
engine,tnria,3,0.0,0,y,0,1882.5130462646484,19
virus,riatcaeb,3,0.0,0,n,1,1994.3809509277344,19
fruit,airplane,4,0.38,1,y,1,1123.2249736785886,19
shirt,tersuor,2,0.0,0,n,1,1340.9559726715088,19
photo,cmarea,2,0.0,0,n,1,1173.3498573303225,19
insect,lunch,4,0.22,1,y,1,1013.4708881378174,19
bread,utrtbe,3,0.0,0,n,1,1106.4448356628418,19
hotel,onion,4,0.44,1,y,1,1093.9619541168213,19
insect,ttemier,3,0.0,0,n,1,1347.891092300415,19
tongue,muscle,1,0.8,1,y,1,1205.035924911499,19
hotel,lbboy,2,0.0,0,n,1,1035.8309745788574,19
truck,paper,4,0.24,1,y,1,924.2119789123536,19
tongue,selmuc,3,0.0,0,n,1,1269.4480419158936,19
fruit,orange,1,0.86,1,y,1,1011.6338729858397,19
cloth,charger,4,0.33,1,y,1,1035.7868671417236,19
guitar,violin,1,0.86,1,y,1,733.0679893493652,19
cloth,aeprpal,2,0.0,0,n,1,947.502851486206,19
tea,coffee,1,0.89,1,y,1,1036.9610786437986,19
tennis,mouse,4,0.09,1,n,0,1362.0610237121582,19
virus,bacteria,1,0.88,1,y,1,1863.0640506744385,19
shirt,flower,4,0.4,1,y,1,825.9429931640625,19
virus,bieracta,2,0.0,0,n,1,1265.481948852539,19
tea,bicycle,4,0.25,1,y,1,1147.90678024292,19
blood,platelet,1,0.53,1,y,1,821.537971496582,19
photo,raacem,3,0.0,0,n,1,1093.1689739227297,19
photo,camera,1,0.59,1,y,1,1565.5109882354736,19
shirt,ueortrs,3,0.0,0,n,1,938.101053237915,19
cloth,paeaplr,3,0.0,0,n,1,1049.9000549316406,19
hotel,bbloy,3,0.0,0,n,1,962.2130393981934,19
bread,buettr,2,0.0,0,n,1,849.5211601257324,19
engine,skeleton,4,0.12,1,y,1,1049.5119094848633,19
fruit,rneaog,3,0.0,0,n,1,1522.1550464630127,19
tongue,muslce,2,0.0,0,y,0,1329.7967910766604,19
photo,burger,4,0.42,1,0,2,2000.0,19
tongue,pencil,4,0.25,1,y,1,1229.9230098724365,19
doctor,eusrn,3,0.0,0,n,1,1294.0449714660645,25
tongue,muscle,1,0.8,1,y,1,1863.9769554138184,25
phone,light,4,0.2,1,y,1,996.1369037628174,25
shirt,flower,4,0.4,1,y,1,780.9760570526123,25
office,chair,1,0.53,1,y,1,886.02614402771,25
cloth,charger,4,0.33,1,y,1,1477.2059917449951,25
office,iahcr,3,0.0,0,n,1,1790.0540828704834,25
insect,tmierte,2,0.0,0,n,1,1379.3108463287354,25
shirt,trouser,1,0.9,1,y,1,1341.7620658874514,25
photo,cmarea,2,0.0,0,y,0,1197.6580619812014,25
engine,tnria,3,0.0,0,n,1,1136.3379955291748,25
hotel,lobby,1,0.71,1,y,1,1285.8500480651855,25
engine,skeleton,4,0.12,1,y,1,1139.3890380859375,25
tea,coffee,1,0.89,1,y,1,950.6070613861084,25
phone,radio,1,0.63,1,y,1,1173.4681129455564,25
blood,ttllpeae,3,0.0,0,n,1,1052.2189140319824,25
hotel,onion,4,0.44,1,y,1,716.2301540374756,25
tongue,selmuc,3,0.0,0,n,1,924.103021621704,25
tea,cofefe,2,0.0,0,y,0,702.4750709533691,25
doctor,nruse,2,0.0,0,y,0,1128.8149356842039,25
hotel,bbloy,3,0.0,0,n,1,954.270839691162,25
chocolate,biscuit,1,0.59,1,y,1,1788.5780334472656,25
blood,ptaelelt,2,0.0,0,y,0,1556.0290813446045,25
bread,buettr,2,0.0,0,y,0,1127.5959014892578,25
guitar,iovlni,3,0.0,0,n,1,881.1130523681641,25
fruit,ongrae,2,0.0,0,n,1,1349.412202835083,25
phone,adior,3,0.0,0,n,1,1435.5731010437012,25
blood,platelet,1,0.53,1,n,0,1685.5061054229736,25
bread,butter,1,0.75,1,y,1,1145.5471515655518,25
tea,bicycle,4,0.25,1,y,1,956.312894821167,25
engine,tairn,2,0.0,0,n,1,1357.9540252685547,25
chocolate,ibcstui,3,0.0,0,n,1,1012.2499465942384,25
insect,lunch,4,0.22,1,n,0,1069.2341327667236,25
hotel,lbboy,2,0.0,0,n,1,1176.1589050292966,25
phone,rdaio,2,0.0,0,n,1,1213.5028839111328,25
tongue,muslce,2,0.0,0,y,0,860.023021697998,25
bread,utrtbe,3,0.0,0,n,1,1209.4109058380127,25
tennis,scocer,2,0.0,0,y,0,1509.4878673553467,25
photo,burger,4,0.42,1,y,1,1439.2471313476562,25
virus,riatcaeb,3,0.0,0,n,1,1109.2169284820557,25
tea,eceoff,3,0.0,0,n,1,917.3929691314696,25
fruit,airplane,4,0.38,1,y,1,1153.9919376373289,25
engine,train,1,0.63,1,y,1,866.2199974060059,25
photo,camera,1,0.59,1,y,1,684.5159530639647,25
tennis,soccer,1,0.75,1,y,1,1005.3651332855223,25
doctor,nurse,1,0.87,1,y,1,771.3730335235596,25
virus,bieracta,2,0.0,0,n,1,1259.5129013061526,25
blood,skirt,4,0.27,1,y,1,892.2510147094728,25
virus,bacteria,1,0.88,1,y,1,689.7308826446533,25
tennis,rsocce,3,0.0,0,n,1,817.6958560943604,25
truck,ilevehc,3,0.0,0,n,1,851.5398502349854,25
bread,laptop,4,0.2,1,y,1,836.0099792480469,25
guitar,voilin,2,0.0,0,y,0,842.3449993133545,25
guitar,lemon,4,0.36,1,y,1,727.3850440979004,25
tongue,pencil,4,0.25,1,y,1,627.3288726806642,25
fruit,orange,1,0.86,1,y,1,629.1491985321045,25
guitar,violin,1,0.86,1,y,1,629.1549205780028,25
fruit,rneaog,3,0.0,0,n,1,797.2581386566162,25
chocolate,diary,4,0.27,1,y,1,635.0300312042236,25
chocolate,bcsiiut,2,0.0,0,n,1,651.9250869750978,25
insect,termite,1,0.95,1,y,1,618.243932723999,25
truck,paper,4,0.24,1,y,1,626.3718605041504,25
cloth,paeaplr,3,0.0,0,n,1,820.1801776885986,25
shirt,ueortrs,3,0.0,0,n,1,797.7991104125978,25
shirt,tersuor,2,0.0,0,n,1,813.1711483001709,25
virus,bottle,4,0.47,1,y,1,893.319845199585,25
tennis,mouse,4,0.09,1,y,1,685.7430934906007,25
truck,vehicle,1,0.8,1,y,1,772.68385887146,25
photo,raacem,3,0.0,0,n,1,685.6129169464111,25
truck,vclhiee,2,0.0,0,n,1,805.3290843963623,25
office,jelly,4,0.24,1,y,1,893.8300609588623,25
office,caihr,2,0.0,0,n,1,693.6380863189697,25
doctor,shampoo,4,0.21,1,y,1,668.4861183166504,25
insect,ttemier,3,0.0,0,n,1,709.7458839416504,25
cloth,apparel,1,0.71,1,n,0,929.3601512908936,25
cloth,aeprpal,2,0.0,0,y,0,1048.6478805541992,25
tongue,selmuc,3,0.0,0,0,2,2000.0,20
tea,eceoff,3,0.0,0,0,2,2000.0,20
fruit,rneaog,3,0.0,0,0,2,2000.0,20
tea,coffee,1,0.89,1,0,2,2000.0,20
hotel,onion,4,0.44,1,0,2,2000.0,20
guitar,voilin,2,0.0,0,y,0,1954.8330307006838,20
engine,tairn,2,0.0,0,0,2,2000.0,20
guitar,lemon,4,0.36,1,0,2,2000.0,20
virus,riatcaeb,3,0.0,0,0,2,2000.0,20
tea,bicycle,4,0.25,1,n,0,199.3539333343506,20
fruit,ongrae,2,0.0,0,n,1,1536.4420413970947,20
blood,ttllpeae,3,0.0,0,n,1,1205.3439617156982,20
doctor,eusrn,3,0.0,0,n,1,1059.3729019165041,20
insect,tmierte,2,0.0,0,n,1,1067.162036895752,20
office,chair,1,0.53,1,y,1,1733.8459491729736,20
phone,light,4,0.2,1,y,1,1289.7191047668455,20
photo,raacem,3,0.0,0,n,1,1177.87504196167,20
tennis,soccer,1,0.75,1,y,1,977.7870178222656,20
insect,termite,1,0.95,1,y,1,1058.5877895355222,20
chocolate,bcsiiut,2,0.0,0,n,1,1048.8271713256836,20
office,iahcr,3,0.0,0,n,1,785.97092628479,20
virus,bieracta,2,0.0,0,n,1,1050.2088069915774,20
photo,camera,1,0.59,1,y,1,842.0300483703612,20
tennis,scocer,2,0.0,0,y,0,740.0550842285156,20
tennis,mouse,4,0.09,1,y,1,711.6360664367676,20
tea,cofefe,2,0.0,0,y,0,644.1700458526611,20
chocolate,ibcstui,3,0.0,0,n,1,583.4860801696777,20
office,jelly,4,0.24,1,y,1,682.2888851165771,20
truck,ilevehc,3,0.0,0,n,1,619.5530891418458,20
virus,bacteria,1,0.88,1,y,1,747.6460933685303,20
phone,adior,3,0.0,0,y,0,1205.50799369812,20
bread,laptop,4,0.2,1,y,1,1345.439910888672,20
hotel,lbboy,2,0.0,0,n,1,940.5848979949952,20
chocolate,diary,4,0.27,1,y,1,796.6809272766112,20
blood,ptaelelt,2,0.0,0,y,0,1141.416072845459,20
cloth,aeprpal,2,0.0,0,n,1,1345.0760841369631,20
hotel,bbloy,3,0.0,0,n,1,852.2899150848389,20
fruit,orange,1,0.86,1,y,1,893.3100700378418,20
guitar,iovlni,3,0.0,0,n,1,724.8399257659912,20
engine,skeleton,4,0.12,1,y,1,965.1191234588623,20
bread,butter,1,0.75,1,y,1,957.8051567077637,20
doctor,nurse,1,0.87,1,y,1,765.4531002044678,20
shirt,tersuor,2,0.0,0,n,1,1077.383041381836,20
cloth,charger,4,0.33,1,y,1,948.753833770752,20
engine,train,1,0.63,1,y,1,1381.5090656280518,20
truck,vclhiee,2,0.0,0,n,1,1380.8400630950928,20
insect,lunch,4,0.22,1,y,1,1461.4901542663574,20
phone,radio,1,0.63,1,y,1,1227.8199195861814,20
chocolate,biscuit,1,0.59,1,y,1,876.7590522766112,20
fruit,airplane,4,0.38,1,y,1,1157.2492122650144,20
photo,cmarea,2,0.0,0,n,1,1121.8688488006592,20
bread,buettr,2,0.0,0,y,0,834.8388671875,20
blood,platelet,1,0.53,1,n,0,831.6841125488281,20
hotel,lobby,1,0.71,1,y,1,1110.6019020080566,20
shirt,flower,4,0.4,1,y,1,853.0418872833252,20
tongue,pencil,4,0.25,1,y,1,637.1860504150392,20
bread,utrtbe,3,0.0,0,n,1,950.0038623809814,20
tongue,muscle,1,0.8,1,y,1,781.2709808349609,20
doctor,shampoo,4,0.21,1,y,1,948.361873626709,20
virus,bottle,4,0.47,1,y,1,792.5240993499756,20
cloth,apparel,1,0.71,1,y,1,805.4320812225342,20
cloth,paeaplr,3,0.0,0,n,1,1005.4631233215332,20
engine,tnria,3,0.0,0,n,1,965.4741287231444,20
guitar,violin,1,0.86,1,y,1,676.440954208374,20
tongue,muslce,2,0.0,0,y,0,732.4550151824951,20
phone,rdaio,2,0.0,0,y,0,1300.508975982666,20
office,caihr,2,0.0,0,n,1,1280.3409099578855,20
insect,ttemier,3,0.0,0,n,1,1083.7440490722656,20
truck,paper,4,0.24,1,y,1,1044.0900325775146,20
shirt,ueortrs,3,0.0,0,n,1,876.2719631195067,20
photo,burger,4,0.42,1,y,1,1156.0750007629395,20
shirt,trouser,1,0.9,1,y,1,1041.798114776611,20
blood,skirt,4,0.27,1,y,1,1091.425895690918,20
tennis,rsocce,3,0.0,0,n,1,844.6822166442871,20
doctor,nruse,2,0.0,0,y,0,981.497049331665,20
truck,vehicle,1,0.8,1,n,0,1840.397834777832,20
cloth,paeaplr,3,0.0,0,n,1,1399.9531269073486,19
photo,raacem,3,0.0,0,n,1,1168.5459613800047,19
bread,laptop,4,0.2,1,y,1,1125.4820823669434,19
hotel,bbloy,3,0.0,0,n,1,790.024995803833,19
virus,bacteria,1,0.88,1,y,1,1173.715114593506,19
insect,termite,1,0.95,1,y,1,996.0498809814453,19
guitar,lemon,4,0.36,1,y,1,685.2009296417236,19
tongue,selmuc,3,0.0,0,n,1,1013.3500099182128,19
tennis,rsocce,3,0.0,0,n,1,1022.0949649810792,19
shirt,ueortrs,3,0.0,0,n,1,877.2540092468263,19
cloth,charger,4,0.33,1,y,1,1038.0070209503174,19
bread,buettr,2,0.0,0,y,0,660.2771282196045,19
office,jelly,4,0.24,1,y,1,705.3351402282715,19
fruit,ongrae,2,0.0,0,y,0,637.5298500061035,19
doctor,shampoo,4,0.21,1,y,1,993.1089878082277,19
guitar,voilin,2,0.0,0,y,0,869.5790767669678,19
tea,eceoff,3,0.0,0,n,1,792.6700115203857,19
blood,skirt,4,0.27,1,y,1,717.5509929656982,19
truck,ilevehc,3,0.0,0,n,1,701.5149593353271,19
tea,cofefe,2,0.0,0,y,0,630.3329467773438,19
guitar,iovlni,3,0.0,0,n,1,1080.5039405822754,19
blood,ptaelelt,2,0.0,0,n,1,1117.0508861541748,19
tennis,scocer,2,0.0,0,y,0,724.2310047149658,19
insect,ttemier,3,0.0,0,n,1,720.3109264373779,19
phone,light,4,0.2,1,y,1,621.8819618225098,19
tennis,mouse,4,0.09,1,y,1,1014.024019241333,19
cloth,aeprpal,2,0.0,0,n,1,932.5459003448486,19
doctor,nurse,1,0.87,1,y,1,685.4510307312013,19
phone,rdaio,2,0.0,0,y,0,845.8108901977539,19
truck,vclhiee,2,0.0,0,n,1,599.776029586792,19
truck,vehicle,1,0.8,1,y,1,580.0979137420653,19
engine,tairn,2,0.0,0,y,0,805.4471015930176,19
photo,burger,4,0.42,1,y,1,633.3420276641847,19
bread,utrtbe,3,0.0,0,n,1,1094.1760540008543,19
tongue,muscle,1,0.8,1,y,1,749.9430179595947,19
photo,camera,1,0.59,1,y,1,645.6818580627441,19
office,iahcr,3,0.0,0,n,1,677.4649620056152,19
cloth,apparel,1,0.71,1,y,1,885.6332302093506,19
doctor,nruse,2,0.0,0,y,0,637.5029087066649,19
shirt,flower,4,0.4,1,y,1,999.6249675750732,19
fruit,rneaog,3,0.0,0,n,1,853.2390594482422,19
chocolate,bcsiiut,2,0.0,0,n,1,1037.161111831665,19
guitar,violin,1,0.86,1,y,1,685.2231025695802,19
insect,tmierte,2,0.0,0,n,1,1206.1319351196291,19
virus,riatcaeb,3,0.0,0,n,1,1019.4308757781982,19
engine,tnria,3,0.0,0,n,1,990.0507926940918,19
tongue,pencil,4,0.25,1,y,1,989.4049167633057,19
hotel,onion,4,0.44,1,n,0,742.3160076141357,19
chocolate,biscuit,1,0.59,1,y,1,848.9489555358888,19
shirt,tersuor,2,0.0,0,n,1,643.779993057251,19
blood,platelet,1,0.53,1,y,1,741.7151927947998,19
bread,butter,1,0.75,1,y,1,781.9411754608154,19
phone,adior,3,0.0,0,n,1,973.695993423462,19
insect,lunch,4,0.22,1,y,1,685.2540969848633,19
chocolate,ibcstui,3,0.0,0,n,1,741.4069175720215,19
engine,skeleton,4,0.12,1,n,0,645.6708908081055,19
fruit,orange,1,0.86,1,y,1,649.493932723999,19
photo,cmarea,2,0.0,0,y,0,649.3940353393555,19
office,chair,1,0.53,1,y,1,655.4601192474365,19
tea,bicycle,4,0.25,1,y,1,726.0580062866211,19
virus,bottle,4,0.47,1,y,1,589.3709659576416,19
phone,radio,1,0.63,1,y,1,621.7489242553711,19
office,caihr,2,0.0,0,y,0,565.5817985534667,19
truck,paper,4,0.24,1,y,1,457.70788192749023,19
engine,train,1,0.63,1,y,1,323.3079910278321,19
blood,ttllpeae,3,0.0,0,y,0,370.0320720672608,19
tea,coffee,1,0.89,1,y,1,671.4730262756348,19
hotel,lbboy,2,0.0,0,n,1,770.0469493865967,19
chocolate,diary,4,0.27,1,y,1,579.65087890625,19
tongue,muslce,2,0.0,0,y,0,770.0920104980469,19
doctor,eusrn,3,0.0,0,n,1,655.7741165161133,19
tennis,soccer,1,0.75,1,y,1,690.2971267700195,19
virus,bieracta,2,0.0,0,y,0,578.5198211669923,19
hotel,lobby,1,0.71,1,y,1,1006.1359405517578,19
shirt,trouser,1,0.9,1,y,1,987.415075302124,19
fruit,airplane,4,0.38,1,y,1,781.2778949737549,19
tea,bicycle,4,0.25,1,y,1,1942.1961307525635,18
virus,riatcaeb,3,0.0,0,0,2,2000.0,18
blood,platelet,1,0.53,1,0,2,2000.0,18
engine,skeleton,4,0.12,1,y,1,210.77799797058103,18
fruit,ongrae,2,0.0,0,0,2,2000.0,18
shirt,tersuor,2,0.0,0,n,1,383.1238746643066,18
